Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,OnTimeDelivery
B,Flight,7,2,136,2,high,F,51,4933,1
D,Ship,2,3,179,6,high,F,38,3012,1
D,Flight,5,2,216,6,high,M,25,5172,0
D,Road,4,4,146,7,medium,M,55,4223,1
D,Ship,6,3,265,9,medium,F,11,1610,0
C,Ship,4,3,189,5,medium,M,48,7419,0
A,Ship,5,2,278,8,medium,M,11,2900,1
C,Flight,6,5,122,5,high,F,4,767,1
D,Ship,5,5,221,3,low,M,50,4164,1
C,Flight,6,1,92,9,low,M,3,6865,0
D,Ship,3,1,285,6,medium,F,24,1882,0
F,Flight,7,3,244,5,low,F,23,734,0
A,Ship,6,2,285,3,low,F,55,576,1
F,Road,5,3,264,8,low,M,18,4015,1
B,Road,2,2,137,6,low,F,22,3976,0
C,Ship,7,4,146,10,low,F,45,3696,0
B,Flight,3,1,271,8,medium,M,17,4588,0
C,Flight,4,3,215,10,medium,F,60,2300,1
F,Flight,3,4,284,6,low,M,44,7154,0
D,Road,3,5,243,7,medium,M,45,5226,1
D,Road,4,1,89,9,low,M,16,1295,1
C,Road,6,2,199,7,low,M,14,7610,0
D,Flight,3,5,252,5,medium,M,33,6853,0
F,Flight,7,5,240,3,medium,M,7,6117,0
D,Flight,3,4,236,7,medium,M,49,7152,0
F,Ship,2,3,253,10,medium,F,10,6813,1
B,Ship,7,3,68,9,medium,M,41,7662,1
F,Ship,2,4,69,4,medium,F,42,5396,1
A,Road,7,5,168,6,low,M,34,4897,0
A,Road,5,1,122,7,low,F,58,7475,1
A,Flight,4,5,220,8,medium,M,11,2954,0
C,Ship,7,4,235,3,medium,F,11,6056,1
C,Flight,7,5,131,7,medium,F,27,1076,0
C,Ship,6,5,154,3,low,M,45,4394,1
F,Ship,6,5,288,9,high,F,39,2970,1
C,Flight,5,5,103,8,low,M,28,2739,0
B,Flight,6,1,131,3,medium,M,15,4205,0
A,Ship,6,2,89,5,low,M,45,2950,1
F,Ship,2,2,149,8,low,F,64,5623,0
A,Road,6,3,76,10,low,F,28,6650,0
C,Flight,6,2,190,4,medium,M,51,6032,1
F,Flight,5,2,96,9,medium,F,39,1123,0
D,Flight,5,2,249,10,low,M,5,6106,0
B,Flight,3,5,161,9,low,F,26,5438,1
C,Ship,6,5,284,5,medium,M,36,5200,1
C,Road,6,1,200,5,medium,M,21,7920,1
B,Flight,7,5,168,8,low,M,6,3323,0
B,Ship,6,5,108,5,low,F,0,7968,0
D,Ship,2,2,126,8,medium,F,47,956,1
C,Ship,7,1,175,10,medium,F,50,4856,0
C,Ship,6,1,56,10,medium,M,13,7218,0
A,Ship,2,2,99,10,low,F,11,5949,0
F,Flight,3,2,153,7,high,F,48,5790,0
F,Flight,7,1,115,2,high,F,40,5195,1
A,Road,4,4,180,9,medium,F,1,3716,1
F,Flight,6,2,155,7,low,F,61,6882,1
B,Ship,7,2,216,8,medium,M,56,1342,1
F,Road,5,1,264,3,medium,F,13,5141,0
F,Ship,7,4,56,4,medium,F,43,1355,1
A,Ship,5,4,245,7,low,M,65,6395,0
D,Flight,6,3,294,4,medium,M,36,6892,0
F,Ship,2,4,232,6,medium,M,46,6047,0
F,Flight,5,2,57,5,medium,F,60,4058,0
D,Ship,7,5,81,6,medium,M,26,2955,1
A,Road,7,1,68,9,medium,F,48,1653,1
D,Ship,5,2,167,5,low,M,59,1403,1
A,Flight,3,1,189,10,low,F,44,7442,0
B,Ship,3,4,106,4,medium,M,0,5730,1
A,Flight,3,1,187,8,medium,F,12,4895,0
B,Flight,5,2,255,8,low,M,37,7574,1
B,Road,5,5,140,2,low,M,16,4141,1
A,Flight,7,2,285,4,medium,F,37,5363,1
C,Road,6,3,70,2,low,F,0,4599,0
A,Road,6,1,197,9,high,F,0,5311,0
F,Ship,2,2,170,6,medium,M,29,3690,1
F,Road,5,4,181,5,medium,F,6,5978,1
C,Flight,6,4,196,4,low,M,19,2627,0
B,Flight,6,2,78,8,medium,F,43,6665,1
C,Road,3,3,120,9,low,F,12,708,1
F,Ship,3,1,113,9,low,M,38,3532,1
C,Road,3,3,294,2,medium,F,19,4070,1
A,Road,4,5,274,8,low,M,4,685,1
C,Flight,6,2,249,6,medium,F,51,2183,1
B,Ship,3,3,188,3,low,F,24,1810,1
A,Ship,3,5,82,9,low,F,11,7909,1
D,Ship,5,3,74,3,low,M,55,4920,1
F,Ship,7,5,210,7,medium,F,0,7377,0
F,Flight,3,4,277,6,low,F,48,681,1
C,Ship,5,4,75,7,high,M,21,5353,1
A,Ship,2,2,85,9,high,F,30,4849,1
D,Ship,3,3,60,10,high,F,0,7886,0
A,Flight,7,4,79,4,high,M,26,929,1
F,Flight,5,1,106,4,low,M,1,7041,1
A,Ship,7,4,146,8,medium,F,0,7649,1
D,Flight,3,4,187,4,low,M,41,5572,0
C,Road,2,3,270,6,medium,M,7,4561,1
B,Ship,3,5,74,5,low,M,34,6497,1
A,Flight,5,1,145,10,low,F,34,4727,0
B,Ship,2,1,245,9,high,F,6,5085,1
F,Ship,2,5,296,10,low,M,22,7863,1
C,Flight,2,3,106,7,medium,F,22,3126,0
C,Road,4,4,172,3,medium,M,45,3834,0
A,Ship,5,5,280,9,medium,M,18,3431,0
C,Road,4,1,83,2,low,M,12,794,1
A,Flight,7,1,135,6,low,F,49,2262,0
A,Ship,2,4,254,3,high,M,30,2368,0
B,Flight,4,4,103,8,low,M,37,2839,1
C,Flight,3,2,100,6,low,M,56,3622,0
A,Flight,4,5,277,4,low,M,7,5911,0
B,Flight,6,4,55,8,high,M,13,2658,1
D,Ship,7,2,236,4,low,M,50,4303,1
B,Road,2,3,103,7,low,M,8,1517,1
B,Road,2,1,66,5,low,F,12,999,0
A,Ship,7,5,203,3,low,F,65,5907,1
F,Ship,7,3,137,10,medium,M,37,3295,0
F,Road,5,5,186,7,high,M,20,5825,0
F,Road,3,5,51,6,low,M,28,7063,0
B,Ship,7,4,69,6,low,M,49,6294,1
A,Flight,7,2,140,9,medium,F,63,1881,0
C,Ship,5,5,55,6,low,M,8,4723,0
B,Road,7,3,291,9,low,F,14,5922,1
B,Flight,4,5,268,9,medium,F,52,6959,1
A,Road,6,2,168,2,low,M,52,6584,0
D,Flight,6,1,295,5,low,M,2,1011,1
B,Road,6,5,265,10,medium,M,21,889,0
D,Flight,7,3,128,3,low,F,38,2431,0
D,Ship,6,1,104,5,low,F,8,1434,1
F,Ship,3,1,97,5,low,F,33,4711,1
A,Flight,4,4,107,2,low,F,11,5809,0
D,Flight,6,4,274,8,high,M,33,3934,0
A,Ship,2,5,219,2,medium,M,44,7148,0
F,Ship,7,3,251,6,low,M,49,5796,0
A,Flight,4,4,198,9,low,M,27,7679,0
B,Flight,3,2,55,5,medium,F,38,3131,0
D,Ship,6,2,79,6,medium,M,2,6240,0
A,Road,3,1,200,4,low,F,46,2373,0
C,Ship,7,1,85,6,high,M,11,7014,0
A,Flight,6,1,159,4,high,M,42,2181,0
D,Flight,2,2,170,5,medium,F,17,4413,1
F,Road,4,4,290,4,medium,F,9,7865,1
F,Ship,2,4,52,6,medium,F,3,3320,0
D,Flight,6,5,139,3,medium,M,11,6752,0
B,Ship,5,3,211,10,low,F,52,1610,1
B,Flight,4,2,79,4,low,M,50,2636,1
F,Road,3,1,259,2,low,M,15,4346,0
F,Ship,6,3,258,6,high,M,16,4382,1
D,Ship,2,1,286,5,low,M,25,6508,1
B,Road,7,3,164,3,high,F,1,1824,1
F,Flight,5,3,219,9,medium,F,28,5304,1
B,Flight,7,4,198,10,low,F,46,2929,0
F,Ship,6,5,167,7,high,M,10,2182,1
A,Road,3,5,137,9,low,M,33,6103,0
C,Ship,2,1,53,3,low,F,28,2661,0
A,Ship,4,2,226,7,medium,M,48,790,0
F,Flight,5,5,225,2,medium,M,15,6302,0
C,Flight,6,2,266,4,low,F,13,7916,0
C,Flight,6,1,100,8,high,M,12,5747,0
F,Flight,6,2,73,2,low,F,34,4156,0
F,Flight,6,3,95,7,low,M,51,6347,1
B,Road,2,3,165,8,low,F,24,5765,0
F,Ship,4,1,76,4,low,F,58,6448,0
D,Road,3,2,144,9,high,F,41,6303,1
F,Ship,5,2,160,9,high,M,47,4412,1
D,Flight,6,1,228,6,medium,F,44,5800,1
F,Road,7,5,148,3,high,M,28,2347,1
B,Ship,6,4,165,3,low,M,2,4697,1
D,Flight,4,5,69,6,medium,F,20,4373,0
A,Flight,4,4,129,5,low,F,30,3220,0
D,Road,2,2,144,5,low,M,12,5367,1
B,Road,2,4,248,6,medium,F,47,3271,0
D,Road,7,4,195,2,medium,F,23,6026,0
F,Flight,7,2,185,8,low,F,1,2853,0
F,Ship,2,3,204,4,high,M,2,2206,0
B,Ship,5,4,63,9,medium,M,25,1460,0
C,Road,7,1,195,10,medium,F,1,3866,0
F,Ship,2,5,114,9,low,M,32,5534,1
A,Flight,6,2,297,3,medium,F,33,6675,0
B,Ship,2,2,208,8,medium,F,37,4835,0
D,Flight,5,4,69,5,medium,F,19,2662,1
D,Road,2,3,119,6,medium,F,9,3407,0
A,Ship,2,3,94,6,low,M,32,7755,0
F,Flight,6,5,50,10,medium,F,44,7168,1
B,Road,7,5,196,3,low,M,59,4527,1
A,Road,6,3,88,3,medium,F,65,1876,1
F,Road,6,3,168,4,low,M,60,6655,1
B,Road,2,3,204,6,high,F,50,6036,0
D,Ship,6,4,105,5,medium,M,11,1136,1
B,Flight,4,1,193,10,high,M,8,5761,1
C,Ship,3,5,255,4,high,F,10,3584,1
B,Flight,3,2,275,2,low,F,20,2608,0
C,Road,6,3,56,6,medium,M,25,4914,1
B,Ship,7,3,69,9,high,F,62,2476,0
C,Road,5,1,208,2,high,M,18,6296,1
D,Flight,6,3,263,2,low,F,16,4215,0
F,Road,7,5,133,7,low,F,43,4279,0
C,Ship,6,3,128,8,low,F,60,1755,1
C,Ship,2,1,202,9,high,F,0,4780,1
D,Flight,7,4,159,9,low,F,57,5986,1
C,Flight,5,5,50,4,low,F,40,2353,0
A,Ship,6,4,194,5,low,M,23,1795,0
D,Ship,4,2,129,10,low,M,42,2586,0
A,Ship,7,1,278,6,high,M,8,4443,1
D,Ship,3,2,262,10,low,M,65,6213,0
C,Flight,7,2,76,6,low,M,31,7427,1
A,Ship,4,2,297,6,low,F,40,6306,0
C,Flight,4,2,168,10,high,F,10,3026,0
D,Ship,4,1,172,7,low,M,64,4813,1
C,Ship,5,4,276,4,low,F,17,2570,0
A,Road,5,3,73,6,low,M,7,6567,0
A,Road,7,2,239,2,medium,F,26,5227,0
C,Ship,5,3,101,10,high,M,8,1901,0
B,Flight,3,3,100,8,high,M,1,2923,0
D,Ship,2,2,243,2,high,M,45,4195,0
D,Road,7,5,106,5,low,F,4,3683,0
C,Ship,6,3,287,3,high,F,11,5549,0
B,Road,6,5,104,4,low,M,43,6325,0
A,Ship,7,4,102,5,medium,M,41,7980,0
F,Ship,2,3,138,3,medium,F,29,6809,1
F,Flight,6,1,68,2,low,F,51,7614,0
C,Road,7,4,158,5,low,M,46,3457,1
B,Road,7,4,190,10,high,F,35,6851,0
B,Road,4,5,78,10,high,F,31,3619,0
D,Flight,3,2,273,10,low,M,43,7196,1
A,Ship,6,1,183,4,low,F,15,1702,0
B,Flight,3,1,169,2,medium,M,16,536,0
F,Ship,7,5,250,2,low,M,31,7816,1
A,Flight,2,5,293,4,high,F,13,7035,0
A,Flight,7,4,178,9,medium,M,25,4801,0
C,Road,6,5,201,5,medium,F,12,2684,1
B,Flight,3,2,123,9,high,F,11,7039,0
C,Ship,4,4,148,8,high,F,44,6156,1
B,Flight,4,4,55,9,high,F,15,3336,0
D,Flight,7,4,225,3,high,F,51,1697,1
C,Ship,2,1,197,9,medium,M,20,7893,1
C,Road,5,1,279,10,low,F,23,1777,0
F,Ship,6,4,125,7,medium,M,42,617,0
C,Ship,7,2,116,4,high,M,4,7479,0
B,Ship,4,3,232,8,high,M,32,2700,0
F,Flight,4,4,67,10,medium,M,30,5779,0
C,Flight,2,5,70,9,medium,F,8,7729,0
C,Ship,4,3,276,9,high,M,34,6672,0
D,Ship,6,1,241,8,low,F,7,3529,0
C,Road,2,1,214,6,low,M,16,6741,1
A,Flight,3,3,68,3,low,M,19,3590,0
F,Flight,2,5,266,6,high,F,21,2725,1
A,Flight,6,1,105,6,low,F,53,1849,1
F,Flight,6,1,239,3,low,F,30,3207,0
D,Ship,3,4,67,2,low,M,12,3523,1
C,Ship,7,2,281,6,low,F,28,3156,0
C,Road,2,5,207,7,medium,F,9,6524,0
C,Flight,6,4,233,8,low,F,32,841,0
F,Flight,6,2,155,3,low,M,14,6933,0
C,Ship,3,1,292,7,medium,M,34,7650,1
A,Road,5,2,219,9,medium,M,53,7494,1
C,Ship,2,1,102,7,low,F,20,5227,0
D,Flight,6,4,275,4,high,M,29,1244,0
A,Flight,4,1,251,4,low,M,45,4764,0
C,Road,3,2,135,8,medium,F,41,1816,0
C,Ship,5,4,99,3,low,F,48,2615,0
B,Flight,5,2,176,4,low,F,23,4280,1
F,Flight,3,2,53,8,low,F,5,1855,0
A,Road,5,3,112,10,low,M,1,6228,1
B,Flight,6,1,244,2,low,F,2,7718,0
D,Flight,5,1,162,6,low,F,52,7726,0
F,Ship,2,2,297,3,medium,F,9,1458,0
A,Road,4,1,105,6,low,M,23,2162,0
C,Road,6,5,226,7,high,M,32,3743,0
A,Road,3,1,269,9,medium,F,21,3435,1
C,Ship,4,4,199,8,low,F,60,6224,1
F,Road,7,1,189,6,medium,M,3,3025,1
C,Flight,6,5,226,6,low,F,50,6736,1
D,Road,4,2,62,3,medium,F,3,7328,1
C,Flight,5,1,154,7,high,F,38,2727,0
D,Road,7,4,82,4,medium,F,30,3076,1
F,Road,3,5,224,7,high,F,56,1046,1
F,Ship,3,3,113,4,low,M,29,3584,0
A,Road,2,2,132,3,low,M,38,5665,1
D,Road,5,2,154,9,low,M,24,3575,1
D,Ship,2,2,194,5,low,M,57,7472,1
B,Flight,2,5,288,6,medium,F,35,3764,1
B,Road,5,1,83,10,low,M,10,7129,1
B,Road,6,1,117,5,low,M,45,3614,0
C,Flight,7,1,88,2,medium,M,20,5390,0
B,Ship,2,1,249,7,low,F,1,2255,1
D,Road,4,2,274,6,medium,M,38,7756,1
C,Ship,7,3,178,4,low,F,32,1483,0
F,Flight,6,2,182,6,low,F,30,4021,0
A,Flight,5,3,273,9,low,M,3,806,0
B,Ship,3,3,89,2,low,M,12,1865,1
F,Flight,6,1,112,5,low,F,64,1861,0
D,Flight,2,4,178,4,low,M,44,7851,1
A,Road,4,5,212,5,high,M,38,5415,0
F,Ship,7,4,263,3,medium,F,52,2601,0
A,Road,5,3,270,3,medium,M,30,7811,1
B,Ship,3,4,194,3,low,M,12,6867,0
D,Road,7,3,143,4,low,F,0,1846,0
A,Flight,4,2,148,10,low,M,28,3157,0
F,Ship,3,2,109,6,medium,M,60,2016,0
B,Ship,5,1,178,5,medium,M,1,3469,1
B,Ship,7,5,181,5,low,M,11,4577,1
F,Ship,6,2,186,4,medium,F,55,943,0
F,Flight,2,5,94,10,low,F,40,6113,1
A,Flight,5,1,209,2,low,M,26,6585,1
C,Flight,4,5,118,7,high,M,37,5919,1
B,Road,6,2,63,5,low,F,51,1047,1
A,Flight,7,2,228,9,medium,M,31,3580,1
F,Road,3,4,267,8,medium,M,1,3706,0
A,Road,6,4,200,4,low,M,65,7186,0
F,Flight,6,4,223,6,high,M,19,7572,0
D,Flight,4,5,263,5,low,M,56,809,0
F,Flight,2,2,204,5,low,M,61,1719,1
F,Road,6,1,138,9,low,F,47,3897,0
F,Ship,6,3,85,10,low,M,6,3163,0
C,Flight,2,2,245,5,low,F,49,3264,1
F,Road,2,4,81,3,medium,M,33,1852,0
B,Road,3,4,122,2,low,F,33,4134,1
B,Flight,7,5,243,5,low,M,42,1905,1
A,Road,3,4,219,9,low,F,20,6277,1
C,Flight,2,5,99,6,low,M,11,6669,0
A,Road,5,1,106,3,medium,M,31,3622,1
B,Ship,2,4,280,5,medium,M,46,2737,1
B,Road,3,5,166,5,medium,M,54,6008,1
D,Flight,4,4,241,6,low,M,64,3709,0
F,Ship,4,5,223,3,medium,F,16,1954,1
B,Flight,7,2,294,8,low,M,25,7707,1
A,Road,6,5,266,6,low,F,32,4294,0
A,Ship,4,3,160,5,medium,M,63,2363,0
F,Ship,3,1,251,9,medium,M,9,5378,0
F,Road,4,2,278,3,low,F,45,2950,0
D,Ship,5,1,138,2,medium,M,50,6455,1
C,Ship,2,2,153,7,high,F,33,2390,0
A,Ship,2,4,103,9,low,F,13,664,0
F,Flight,3,5,102,8,low,M,40,3775,0
A,Flight,6,4,206,10,low,F,37,7442,1
F,Ship,2,1,214,2,low,F,47,2371,1
B,Road,4,1,118,4,medium,F,42,7603,0
A,Road,5,2,63,10,high,F,27,2011,0
B,Flight,6,1,274,6,low,M,40,840,0
A,Road,6,5,204,7,low,M,55,5802,1
C,Ship,6,1,54,8,high,M,64,4208,0
D,Road,2,4,292,4,medium,F,59,1863,1
B,Flight,7,5,167,8,medium,F,12,2351,1
F,Flight,6,1,298,4,medium,M,51,4717,1
C,Ship,3,3,221,7,low,M,42,6821,1
A,Flight,4,3,192,9,low,F,39,4489,1
B,Flight,7,4,116,8,low,M,41,1823,1
A,Flight,5,2,50,6,medium,F,36,5944,1
A,Road,4,2,201,7,high,M,22,4219,0
A,Flight,3,1,253,5,low,M,57,7419,0
D,Road,3,5,158,3,low,M,45,7188,0
D,Flight,7,2,111,8,high,M,46,7630,0
F,Flight,4,3,127,5,low,F,16,4625,0
B,Road,2,2,106,7,low,F,8,2127,1
C,Road,3,3,283,3,low,M,29,3035,0
C,Ship,6,2,69,3,medium,F,60,4326,1
C,Ship,5,4,235,7,medium,F,64,2245,1
A,Road,5,5,63,9,medium,F,57,7150,1
D,Flight,3,1,255,2,medium,F,26,2669,1
B,Ship,6,3,286,8,medium,M,65,1383,0
A,Road,4,2,230,7,medium,F,44,4989,0
D,Road,5,1,84,6,low,M,39,5787,0
D,Flight,6,3,239,9,medium,M,60,3840,1
B,Road,6,3,238,2,medium,F,40,7600,0
B,Ship,2,4,297,6,low,M,41,5278,1
B,Flight,3,2,196,7,medium,M,61,7722,1
A,Road,6,1,133,5,medium,M,37,3035,0
F,Road,4,2,91,3,low,M,59,1958,0
B,Flight,5,2,221,9,low,F,48,5706,0
F,Flight,2,5,264,6,low,M,17,1130,0
A,Flight,4,3,147,7,low,F,4,5510,0
F,Ship,5,3,50,10,low,F,10,4649,0
C,Ship,3,5,117,3,high,M,3,5642,1
F,Road,4,5,153,6,low,M,60,3377,1
B,Road,5,2,258,2,low,F,11,924,0
A,Flight,2,3,267,4,low,F,48,6467,1
B,Road,5,1,127,7,medium,M,27,2802,1
C,Road,6,4,223,9,low,F,33,2431,1
B,Flight,2,5,100,6,medium,M,55,6359,1
B,Ship,4,1,81,5,medium,F,64,6775,1
B,Ship,7,1,149,6,medium,F,5,3583,0
D,Ship,3,2,261,5,medium,M,32,1934,1
C,Road,2,5,257,3,medium,F,46,513,0
B,Flight,2,1,292,2,medium,F,23,3587,1
B,Ship,2,4,196,9,medium,F,33,3560,0
B,Road,5,1,286,2,medium,M,15,1616,1
A,Flight,6,4,88,3,medium,M,15,4461,0
D,Ship,7,4,265,6,low,F,13,1919,1
A,Ship,3,4,191,9,low,F,58,2984,0
D,Flight,3,5,206,4,low,F,61,4866,1
B,Road,6,4,91,10,low,M,65,4596,0
C,Road,5,5,63,7,medium,F,18,5391,1
F,Ship,5,1,165,4,low,M,60,4459,1
F,Flight,6,4,188,8,high,F,65,2124,1
B,Road,6,3,124,8,low,M,25,3286,1
A,Flight,4,1,96,8,low,M,48,6719,1
C,Flight,5,3,153,5,high,M,18,7343,1
D,Ship,2,3,73,7,low,F,48,1657,1
B,Flight,3,2,199,4,low,M,29,6640,1
C,Flight,5,5,226,5,high,F,56,5298,0
C,Flight,6,2,232,4,medium,F,35,5842,0
D,Road,2,5,104,4,medium,F,39,1518,1
C,Ship,4,2,262,2,low,F,27,2669,1
A,Ship,7,1,119,6,low,M,45,1020,1
A,Flight,4,3,127,4,medium,M,31,3879,0
A,Flight,2,1,122,2,medium,M,57,3020,0
C,Road,2,5,212,10,low,M,25,4393,0
A,Ship,6,3,93,5,low,F,49,2521,0
D,Road,7,3,213,10,medium,M,31,5698,1
C,Ship,6,5,138,3,medium,M,57,4393,1
F,Road,3,1,64,3,high,F,63,2675,0
C,Flight,7,3,94,5,medium,F,27,2199,1
D,Road,7,1,171,5,high,F,38,6029,1
F,Flight,3,1,111,6,low,F,44,1368,1
C,Ship,4,1,141,2,medium,F,12,3556,0
A,Ship,2,3,227,6,low,M,19,2204,1
B,Flight,4,4,255,3,low,F,57,7166,1
B,Ship,6,2,62,6,high,M,18,5682,0
A,Road,5,5,154,7,high,F,8,910,1
B,Flight,6,1,208,4,medium,M,18,6682,1
B,Ship,5,3,54,5,low,F,54,1288,0
A,Road,2,5,132,6,high,M,38,3449,0
A,Road,2,4,185,7,medium,M,16,7806,1
C,Ship,7,4,190,10,low,F,61,5409,0
C,Ship,2,3,218,10,low,F,59,1938,0
A,Road,3,1,66,7,low,M,41,6571,0
D,Flight,3,4,81,2,medium,F,1,4158,1
B,Ship,5,4,54,7,medium,F,49,5414,1
C,Ship,4,4,175,4,low,M,19,2144,1
B,Flight,7,3,186,6,low,M,0,1147,1
F,Flight,4,5,156,6,high,F,4,582,0
A,Ship,5,2,211,5,medium,M,38,4813,1
D,Flight,3,3,286,4,high,M,17,3297,0
F,Road,6,1,50,2,medium,F,21,6616,1
F,Road,7,3,217,8,high,F,29,5790,1
F,Road,5,3,256,9,low,F,0,3432,0
A,Ship,4,2,231,6,low,F,50,1045,0
C,Flight,5,2,175,9,low,F,60,3106,1
A,Road,5,2,81,5,medium,F,47,3843,0
C,Flight,2,5,175,9,medium,F,52,3284,1
F,Road,3,3,275,4,low,F,33,1686,0
F,Flight,7,1,148,9,low,F,6,1277,1
D,Road,2,2,294,7,low,M,38,2775,0
C,Road,3,2,162,10,low,M,36,6986,1
F,Road,5,3,227,6,high,M,62,1322,0
B,Road,3,1,236,2,high,F,54,2672,0
D,Road,4,2,269,9,low,M,14,2851,1
A,Road,7,3,258,4,medium,M,61,6620,0
D,Road,2,4,239,6,low,F,49,1783,0
B,Road,7,5,287,3,medium,F,40,5382,0
C,Road,5,3,60,8,medium,M,60,1583,0
A,Flight,4,2,72,6,low,F,24,3014,0
A,Flight,3,1,168,8,medium,F,27,4381,0
C,Ship,3,4,75,8,high,M,34,3037,1
D,Road,4,1,112,6,low,F,52,6401,0
F,Flight,3,1,223,6,low,M,38,5652,0
D,Flight,2,1,118,10,medium,M,58,5027,1
B,Flight,6,3,139,4,medium,F,64,3113,1
F,Flight,3,3,183,9,high,F,0,3239,1
D,Flight,5,5,100,2,low,M,44,920,0
C,Flight,3,4,92,5,low,M,18,3425,1
B,Ship,7,1,275,3,medium,F,47,5573,1
B,Flight,5,2,219,4,low,M,48,7803,0
B,Ship,3,1,190,7,low,F,13,6461,0
F,Ship,3,4,74,5,medium,M,29,2706,1
A,Road,5,1,179,2,low,F,64,534,0
F,Road,2,3,63,6,high,M,5,5617,1
D,Road,6,3,194,4,medium,F,45,938,0
A,Flight,6,4,154,3,medium,F,41,4300,0
D,Road,2,5,153,5,low,F,60,7820,0
A,Flight,3,1,217,5,low,M,30,3419,1
F,Flight,6,4,88,4,low,F,25,4962,1
B,Road,2,2,202,6,low,M,57,4961,0
C,Road,2,2,268,6,medium,M,32,2387,0
B,Ship,6,5,97,9,low,F,51,5640,1
F,Ship,5,3,164,8,high,F,31,7213,0
A,Flight,4,4,265,10,high,M,53,6298,0
B,Flight,5,1,98,8,low,M,0,7566,1
F,Road,3,4,210,3,medium,M,4,5377,0
D,Road,5,5,76,4,low,M,21,3863,0
C,Ship,7,4,94,7,medium,F,4,3617,1
B,Road,4,5,80,2,low,M,7,1756,1
A,Flight,4,5,112,9,high,F,62,4221,0
D,Road,2,5,161,8,high,F,9,7307,1
F,Ship,7,4,215,7,medium,M,61,5714,1
C,Flight,3,2,256,6,low,M,39,994,0
A,Ship,2,1,157,6,medium,M,46,1069,1
F,Ship,5,5,297,9,medium,M,55,6455,0
F,Flight,5,3,217,9,medium,M,27,4325,0
B,Ship,6,5,235,4,medium,M,55,6051,0
B,Road,2,4,114,10,low,F,0,6150,0
A,Road,7,5,60,4,low,F,51,1755,1
F,Ship,2,3,192,9,low,M,61,3795,0
B,Road,2,2,146,8,low,M,41,2617,1
C,Ship,2,4,234,10,low,M,46,2982,0
C,Road,4,4,161,10,medium,M,36,7997,1
F,Ship,6,4,273,2,low,M,10,2272,1
B,Road,3,3,202,2,low,F,28,1283,0
A,Flight,3,4,216,4,low,F,3,3317,1
A,Flight,3,2,82,8,medium,F,10,1116,1
A,Road,4,1,78,4,low,M,29,3226,1
C,Ship,6,1,235,4,low,M,57,7480,0
B,Road,7,5,275,5,medium,M,31,2769,0
B,Ship,6,1,249,9,high,F,28,2555,1
C,Road,4,3,297,2,low,M,42,5712,0
A,Road,7,1,60,5,low,M,38,5110,1
A,Flight,2,3,190,5,low,F,10,7591,0
F,Ship,5,3,118,9,medium,M,26,6054,0
D,Ship,2,5,291,8,low,F,23,5055,0
B,Ship,3,1,260,5,medium,F,36,1968,1
B,Ship,2,5,70,9,low,M,64,1318,0
B,Ship,4,4,52,4,low,M,31,3355,0
D,Flight,3,2,203,8,low,M,52,2278,1
F,Road,5,1,210,10,high,F,0,3321,0
D,Ship,7,4,143,7,low,F,55,3162,1
A,Ship,7,4,71,5,low,F,33,5668,1
A,Road,3,5,111,5,low,M,28,7810,0
B,Flight,2,5,54,2,medium,F,5,4257,0
C,Flight,6,2,196,7,low,M,56,2466,1
B,Flight,6,2,58,4,low,F,13,5998,1
C,Road,7,2,107,4,low,F,61,4155,0
D,Road,6,2,73,2,low,F,50,2651,0
A,Flight,3,5,216,8,medium,M,12,2670,1
C,Flight,6,3,253,10,low,M,3,4555,1
D,Road,4,5,287,4,medium,F,37,4243,0
A,Flight,7,3,110,8,low,M,3,5650,0
C,Ship,5,5,176,10,high,M,29,3737,1
B,Road,6,5,97,4,low,M,53,5418,1
B,Flight,4,2,286,10,low,F,64,1398,0
B,Ship,4,3,268,3,high,F,60,2979,1
D,Road,3,4,227,4,high,M,48,1238,1
B,Road,7,4,111,5,low,F,30,6016,0
F,Ship,3,4,283,8,medium,M,41,7150,1
A,Road,5,2,230,10,high,F,49,1651,0
D,Flight,5,4,198,2,low,M,22,3245,1
B,Road,2,5,87,10,low,M,59,5858,1
A,Flight,5,2,167,6,medium,F,31,2077,1
C,Ship,7,4,276,5,low,M,55,2716,0
B,Ship,7,2,273,7,medium,M,55,4845,0
A,Road,3,5,108,6,low,M,33,5247,1
F,Ship,4,2,277,6,medium,M,40,3311,1
C,Ship,2,4,146,6,medium,M,38,3276,1
F,Road,5,2,220,9,medium,M,41,4303,1
A,Flight,4,1,66,9,high,F,65,7302,1
F,Road,3,4,118,5,medium,F,19,5052,0
A,Road,6,5,221,10,low,F,13,5718,1
A,Flight,2,3,261,9,low,M,37,5024,0
F,Flight,7,2,240,7,low,F,36,4887,0
A,Flight,4,2,72,3,medium,M,36,5651,1
B,Road,3,4,152,10,low,M,11,5814,1
A,Flight,3,4,245,7,medium,M,55,7800,0
D,Ship,2,1,203,9,low,F,7,4911,1
A,Flight,2,5,143,7,low,M,20,2524,1
D,Ship,5,2,225,6,low,F,38,5701,1
A,Flight,5,2,224,8,high,M,47,7325,0
A,Ship,7,3,95,5,medium,F,17,875,0
F,Ship,7,2,78,4,low,M,62,5926,0
